sampleID	taxon_oid	Domain	Sequencing Status	Ecosystem	Study Name	Genome Name / Sample Name	Sequencing Center	Add Date	Assembly Method	Has Coverage	Release Date	Sequencing Method	Genome Size   * assembled	Gene Count   * assembled	GC   * assembled	KO %   * assembled	richness_KO	Hypothesis	Analysis	Latitude	Longitude	Contact Email	Contact Name	JGI Data Utilization Status	JGI Data Utilization Status_GOLD_07Apr2022	PermissionNotes
X3300021792	3300021792	*Microbiome	Permanent Draft	Hydrothermal vent	Characterization of microbial community from Mariana Back Arc	"Hydrothermal fluids microbial communities from Mariana Back-Arc Basin vent fields, Pacific Ocean - Illium_FS922 150_kmer"	Marine Biological Laboratory	11/16/17	IDBA-UD	No	4/17/19	Illumina NextSeq	1192904262	2121588	42.07	30.7	9397	H2	Both	18.21359	144.70748	eliztr@gmail.com	Elizabeth Trembath-Reichert			Unrestricted - not sequenced at JGI
X3300021973	3300021973	*Microbiome	Permanent Draft	Hydrothermal vent	Characterization of microbial community from Mariana Back Arc	"Hydrothermal fluids microbial communities from Mariana Back-Arc Basin vent fields, Pacific Ocean - Alice_FS923 _150kmer"	Marine Biological Laboratory	11/22/17	IDBA-UD 1.1.3	No	4/17/19	Illumina NextSeq	301773984	650691	46.65	35.73	6284	H2	Both	18.210325	144.707309	eliztr@gmail.com	Elizabeth Trembath-Reichert			Unrestricted - not sequenced at JGI
X3300021980	3300021980	*Microbiome	Permanent Draft	Hydrothermal vent	Characterization of microbial community from Mariana Back Arc	"Hydrothermal fluids microbial communities from Mariana Back-Arc Basin vent fields, Pacific Ocean - Burke_FS924 _150kmer"	Marine Biological Laboratory	11/23/17	IDBA-UD 1.1.3	No	4/17/19	Illumina NextSeq	974958885	1881906	41.55	34.83	9037	H2	Both	18.182568	144.719893	eliztr@gmail.com	Elizabeth Trembath-Reichert			Unrestricted - not sequenced at JGI
X3300021977	3300021977	*Microbiome	Permanent Draft	Hydrothermal vent	Characterization of microbial community from Mariana Back Arc	"Hydrothermal fluids microbial communities from Mariana Back-Arc Basin vent fields, Pacific Ocean - Hafa_FS925 _150kmer"	Marine Biological Laboratory	11/23/17	IDBA-UD 1.1.3	No	4/17/19	Illumina NextSeq	623876921	1258924	42.12	38.9	6825	H2	Both	16.96173128	144.8692094	eliztr@gmail.com	Elizabeth Trembath-Reichert			Unrestricted - not sequenced at JGI
X3300021979	3300021979	*Microbiome	Permanent Draft	Hydrothermal vent	Characterization of microbial community from Mariana Back Arc	"Hydrothermal fluids microbial communities from Mariana Back-Arc Basin vent fields, Pacific Ocean - Hafa_FS926 _150kmer"	Marine Biological Laboratory	11/23/17	IDBA-UD 1.1.3	No	4/17/19	Illumina NextSeq	607031046	1220947	40.28	40.11	6333	H2	Both	16.96131294	144.8678188	eliztr@gmail.com	Elizabeth Trembath-Reichert			Unrestricted - not sequenced at JGI
X3300022236	3300022236	*Microbiome	Permanent Draft	Hydrothermal vent	Characterization of microbial community from Mariana Back Arc	"Hydrothermal fluids microbial communities from Mariana Back-Arc Basin vent fields, Pacific Ocean - Hafa_FS926_RNA_SIP 150_kmer"	Marine Biological Laboratory	12/13/17	IDBA-UD 1.1.3	No	4/17/19	Illumina NextSeq	1902722	3434	56.96	48.72	1051	H2	Both	16.96131294	144.8678188	eliztr@gmail.com	Elizabeth Trembath-Reichert			Unrestricted - not sequenced at JGI
X3300021975	3300021975	*Microbiome	Permanent Draft	Hydrothermal vent	Characterization of microbial community from Mariana Back Arc	"Hydrothermal fluids microbial communities from Mariana Back-Arc Basin vent fields, Pacific Ocean - Hafa_FS927 _150kmer"	Marine Biological Laboratory	11/23/17	IDBA-UD 1.1.3	No	4/17/19	Illumina NextSeq	436682860	858940	40.27	35.09	6571	H2	Both	16.96175748	144.8691905	eliztr@gmail.com	Elizabeth Trembath-Reichert			Unrestricted - not sequenced at JGI
X3300022210	3300022210	*Microbiome	Permanent Draft	Hydrothermal vent	Characterization of microbial community from Mariana Back Arc	"Hydrothermal fluids microbial communities from Mariana Back-Arc Basin vent fields, Pacific Ocean - Hafa_FS927_RNA_SIP 150_kmer"	Marine Biological Laboratory	12/13/17	IDBA-UD 1.1.3	No	4/17/19	Illumina NextSeq	4349095	7460	40.18	56.89	1129	H2	Both	16.96175748	144.8691905	eliztr@gmail.com	Elizabeth Trembath-Reichert			Unrestricted - not sequenced at JGI
X3300022234	3300022234	*Microbiome	Permanent Draft	Hydrothermal vent	Characterization of microbial community from Mariana Back Arc	"Hydrothermal fluids microbial communities from Mariana Back-Arc Basin vent fields, Pacific Ocean - Hafa_FS927_RNA_SIP_18hr_80 150_kmer"	Marine Biological Laboratory	12/13/17	IDBA-UD 1.1.3	No	4/17/19	Illumina NextSeq	1860790	2531	31.53	48.16	1003	H2	Both	16.96175748	144.8691905	eliztr@gmail.com	Elizabeth Trembath-Reichert			Unrestricted - not sequenced at JGI
X3300022228	3300022228	*Microbiome	Permanent Draft	Hydrothermal vent	Characterization of microbial community from Mariana Back Arc	"Hydrothermal fluids microbial communities from Mariana Back-Arc Basin vent fields, Pacific Ocean - Hafa_FS927_RNA_SIP_9hr_80 150_kmer"	Marine Biological Laboratory	12/13/17	IDBA-UD 1.1.3	No	4/17/19	Illumina NextSeq	3281340	4991	41.43	47.49	1093	H2	Both	16.96175748	144.8691905	eliztr@gmail.com	Elizabeth Trembath-Reichert			Unrestricted - not sequenced at JGI
X3300022233	3300022233	*Microbiome	Permanent Draft	Hydrothermal vent	Characterization of microbial community from Mariana Back Arc	"Hydrothermal fluids microbial communities from Mariana Back-Arc Basin vent fields, Pacific Ocean - Illium_FS922_RNA-SIP 150_kmer"	Marine Biological Laboratory	12/13/17	IDBA-UD 1.1.3	No	4/17/19	Illumina NextSeq	1111783	2158	43.62	71.41	649	H2	Both	18.21359	144.70748	eliztr@gmail.com	Elizabeth Trembath-Reichert			Unrestricted - not sequenced at JGI
X3300021978	3300021978	*Microbiome	Permanent Draft	Hydrothermal vent	Characterization of microbial community from Mariana Back Arc	"Hydrothermal fluids microbial communities from Mariana Back-Arc Basin vent fields, Pacific Ocean - Perseverance_CTD_V16A_01_btl17 _150kmer"	Marine Biological Laboratory	11/23/17	IDBA-UD 1.1.3	No	4/17/19	Illumina NextSeq	556025724	1098648	52.53	35.57	6298	H2	Both	15.47990499	144.5076303	eliztr@gmail.com	Elizabeth Trembath-Reichert			Unrestricted - not sequenced at JGI
X3300021974	3300021974	*Microbiome	Permanent Draft	Hydrothermal vent	Characterization of microbial community from Mariana Back Arc	"Hydrothermal fluids microbial communities from Mariana Back-Arc Basin vent fields, Pacific Ocean - Perseverance_FS929 _150kmer"	Marine Biological Laboratory	11/23/17	IDBA-UD 1.1.3	No	4/17/19	Illumina NextSeq	472881746	912574	38.28	33.77	7550	H2	Both	15.47990499	144.5076303	eliztr@gmail.com	Elizabeth Trembath-Reichert			Unrestricted - not sequenced at JGI
X3300000327	3300000327	*Microbiome	Permanent Draft	Hydrothermal vent	"Marine microbial communities from a deep-sea hydrothermal vent at Loihi Seamount, Hawaii"	"Marine microbial communities from hydrothermal vents at Loihi seamountain, Hawaii - Spillway-mat"	Pennsylvania State University	8/17/12	"Mira v. 3.4.0.1, Geneious v. 5.4.6"	No	7/16/14	454 GS FLX Titanium	8401934	9317	64.22	43.04	1821	H2	Both	18.91	-155.26	esthersi@usc.edu	Esther Singer			Unrestricted - not sequenced at JGI
X3300000272	3300000272	*Microbiome	Permanent Draft	Hydrothermal vent	"Marine microbial communities from a deep-sea hydrothermal vent at Loihi Seamount, Hawaii"	"Marine microbial communities from hydrothermal vents at Loihi seamountain, Hawaii"	Pennsylvania State University	8/4/12	mira 3.0.4	No	11/1/19	454 GS FLX Titanium	11279045	14844	62.46	38.81	2144	H2	Both	18.921551	-155.935879	esthersi@usc.edu	Esther Singer			Unrestricted - not sequenced at JGI
X2225789007	2225789007	*Microbiome	Permanent Draft	Hydrothermal vent	"Marine microbial communities from a deep-sea hydrothermal vent at Loihi Seamount, Hawaii"	"Marine microbial communities from hydrothermal vents at Loihi seamountain, Hawaii"	Pennsylvania State University	10/13/11		No	11/1/19	454 GS FLX Titanium	11793818	19650	60.79	41.36	2444	H2	Both	18.92	-155.27	esthersi@usc.edu	Esther Singer			Unrestricted - not sequenced at JGI
X3300000098	3300000098	*Microbiome	Permanent Draft	Hydrothermal vent	"Marine microbial communities from a deep-sea hydrothermal vent at Loihi Seamount, Hawaii"	"Marine microbial communities from hydrothermal vents at Loihi seamountain, Hawaii"	Pennsylvania State University	5/30/12		No	11/1/19	454 GS FLX Titanium	19923105	50316	60.37	36.51	2066	H2	Both	18.92	-155.27	esthersi@usc.edu	Esther Singer			Unrestricted - not sequenced at JGI
X3300005099	3300005099	*Microbiome	Permanent Draft	Hydrothermal vent	Hydrothermal sediment in Guaymas	"Hydrothermal sediment microbial communities from the Guaymas Basin, Gulf of California, Pacific Ocean - 10, 8-11cmbsf"	Beijing Genomics Institute (BGI)	5/6/15	IDBA-UD v. 1.1.1	No	11/1/19		234918618	276075	45.19646	42.24	3879	H2	Both			"asdfeng131@sjtu.edu.cn, asdfeng188@gmail.com"	Feng Xiaoyuan			Unrestricted - not sequenced at JGI
X3300005098	3300005098	*Microbiome	Permanent Draft	Hydrothermal vent	Hydrothermal sediment in Guaymas	"Hydrothermal sediment microbial communities from the Guaymas Basin, Gulf of California, Pacific Ocean - 8, 4-6cmbsf"	Beijing Genomics Institute (BGI)	5/6/15	IDBA-UD v. 1.1.1	No	11/1/19		202792850	212196	51.51637	45.48	3661	H2	Both			"asdfeng131@sjtu.edu.cn, asdfeng188@gmail.com"	Feng Xiaoyuan			Unrestricted - not sequenced at JGI
X3300002879	3300002879	*Microbiome	Permanent Draft	Human gut	Human fecal microbial communities from healthy individuals and Crohn's disease patients at Harvard School of Public Health	Assembled contigs of human gut microbial metagenome from Inflammatory Bowel Disease and Treatment (7 pooled healthy)	Harvard University	6/23/14		No	11/1/19	Illumina	34354668	69635	44.1	42.69	2555	H2	Both			xie@lanl.gov	Gary Xie			Unrestricted - not sequenced at JGI
X3300002882	3300002882	*Microbiome	Permanent Draft	Human gut	Human fecal microbial communities from healthy individuals and Crohn's disease patients at Harvard School of Public Health	Assembled contigs of human gut microbial metagenome from Inflammatory Bowel Disease and Treatment (4 pooled IBD patients)	"Harvard University, Harvard Medical School"	6/23/14		No	11/1/19	Illumina	48301501	88925	45.36	44.58	3662	H2	Both			xie@lanl.gov	Gary Xie			Unrestricted - not sequenced at JGI
X3300022695	3300022695	*Microbiome	Permanent Draft	Hydrothermal vent	Deep Sea Chimney Vent Samples 2015 - Flores Lab	"Hydrothermal vent microbial communities from dead black smoker in Mariner Vent Field, Eastern Lau Spreading Center, Pacific Ocean - I"	"University of California, Irvine"	1/25/18	IDBA-UD v. 1.1.1	No	3/3/21	Illumina HiSeq 2500	74893561	85528	43.76	44.51	3659	H2	Both	22.180198	176.601109	gilberto.flores@csun.edu	Gilberto Flores			Unrestricted - not sequenced at JGI
X3300022697	3300022697	*Microbiome	Permanent Draft	Hydrothermal vent	Deep Sea Chimney Vent Samples 2015 - Flores Lab	"Hydrothermal vent microbial communities from dead black smoker in Mariner Vent Field, Eastern Lau Spreading Center, Pacific Ocean - O"	"University of California, Irvine"	1/25/18	IDBA-UD v. 1.1.1	No	3/3/21	Illumina HiSeq 2500	169004004	185880	48.13	42.76	4373	H2	Both	22.180198	176.601109	gilberto.flores@csun.edu	Gilberto Flores			Unrestricted - not sequenced at JGI
X2061766003	2061766003	*Microbiome	Permanent Draft	Hydrothermal vent	"Hydrothermal vent microbial communities from Guaymas and Carmen Basins, Gulf of California"	"Hydrothermal vent microbial communities from Guaymas and Carmen Basins, Gulf of California, Sample 457"	Pennsylvania State University	7/24/10	MIRA 3	No	5/10/12		136121595	322198	42.37	26.8	4048	H2	Both	27.506	-111.347	gdick@umich.edu	Gregory Dick			Unrestricted - not sequenced at JGI
X2236347000	2236347000	*Microbiome	Permanent Draft	Hydrothermal vent	"Hydrothermal vent microbial communities from Guaymas and Carmen Basins, Gulf of California"	"Hydrothermal vent plume microbial communities from the Guaymas Basin, Gulf of California - transcript assembly"	Pennsylvania State University	11/28/11	Velvet-Oases	No	6/6/12	Illumina HiSeq 2000	21125931	81452	49.07	13.72	1904	H2	Both	27.823	-111.4	gdick@umich.edu	Gregory Dick			Unrestricted - not sequenced at JGI
X2236876000	2236876000	*Microbiome	Permanent Draft	Hydrothermal vent	"Hydrothermal vent microbial communities from Guaymas and Carmen Basins, Gulf of California"	GB background transcript assembly	Pennsylvania State University	2/18/12	Velvet-Oases	No	12/19/13	Illumina HiSeq 2000	7222325	32690	50.38	2.36	369	H2	Both	27.506	-111.347	gdick@umich.edu	Gregory Dick			Unrestricted - not sequenced at JGI
X2049941003	2049941003	*Microbiome	Permanent Draft	Hydrothermal vent	"Hydrothermal vent microbial communities from Guaymas and Carmen Basins, Gulf of California"	"Hydrothermal vent microbial communities from Guaymas and Carmen Basins, Gulf of California, Sample 420"	Pennsylvania State University	5/24/10	MIRA 3	No	11/1/19		50490754	128992	40.5	33.46	3160	H2	Both	27.823	-111.4	gdick@umich.edu	Gregory Dick			Unrestricted - not sequenced at JGI
X3300000393	3300000393	*Microbiome	Permanent Draft	Hydrothermal vent	"Hydrothermal vent microbial communities from Guaymas and Carmen Basins, Gulf of California"	GB background transcript assembly	Pennsylvania State University	10/14/12	Velvet-Oases	No	11/1/19	Illumina HiSeq 2000	24882164	62319	48.23	34.76	2502	H2	Both	27.506	-111.347	gdick@umich.edu	Gregory Dick			Unrestricted - not sequenced at JGI
X3300007777	3300007777	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS918_NRZ_DNA CLC_assembly"	Marine Biological Laboratory	3/18/16	"CLC genomics workbench, v. 7.0"	No	11/1/19	Illumina NextSeq	425714829	775163	39.90402	42	5858	H2	Both	46.0747	-129.995	"jhuber@mbl.edu, jhuber@whoi.edu"	"Huber, Julie Huber"			Unrestricted - not sequenced at JGI
X3300007776	3300007776	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS915_Marker113_DNA CLC_assembly"	Marine Biological Laboratory	3/18/16	"CLC genomics workbench, v. 7.0"	No	11/29/17	Illumina NextSeq	404034605	744609	44.8694	40.15	5845	H2	Both	45.9228	-129.9883	"jhuber@mbl.edu, jhuber@whoi.edu; randerson@carleton.edu; cfortunato@gmail.com"	"Huber, Julie Huber; Rika Anderson; Caroline Fortunato"			Unrestricted - not sequenced at JGI
X3300007771	3300007771	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS917_Marker33_DNA CLC_assembly"	Marine Biological Laboratory	3/18/16	"CLC genomics workbench, v. 7.0"	No	11/29/17	Illumina NextSeq	336912167	625924	39.45214	42.97	5190	H2	Both	45.93316	-129.9822	"jhuber@mbl.edu, jhuber@whoi.edu; randerson@carleton.edu; cfortunato@gmail.com"	"Huber, Julie Huber; Rika Anderson; Caroline Fortunato"			Unrestricted - not sequenced at JGI
X3300008469	3300008469	*Microbiome	Permanent Draft	Hydrothermal vent	"Marine sediment microbial communities from shallow-sea hydrothermal vent, Milos, Greece"	"Marine sediment microbial communities from shallow-sea hydrothermal vent, Milos, Greece - WM1"	National Aeronautics and Space Administration (NASA)	4/8/16	IDBA-UD	No	11/1/19	Illumina HiSeq	722966813	1614206	45.02382	38.07	7235	H2	Both	36.674869	24.520916	janamend@usc.edu	Jan Amend			Unrestricted - not sequenced at JGI
X3300008466	3300008466	*Microbiome	Permanent Draft	Hydrothermal vent	"Marine sediment microbial communities from shallow-sea hydrothermal vent, Milos, Greece"	"Marine sediment microbial communities from shallow-sea hydrothermal vent, Milos, Greece - WM7"	National Aeronautics and Space Administration (NASA)	4/8/16	IDBA-UD	No	11/1/19	Illumina HiSeq	13680492	29044	45.45326	35.48	2156	H2	Both	36.674869	24.520916	janamend@usc.edu	Jan Amend			Unrestricted - not sequenced at JGI
X3300013007	3300013007	*Microbiome	Permanent Draft	Hydrothermal vent	Symbiotic microbial communities associated with the hydrothermal yeti crab kiwa sp. n. from the East Pacific Rise in the East Pacific Ocean	"Symbiotic microbial communities associated with the hydrothermal yeti crab kiwa sp. n. from the East Pacific Rise in the East Pacific Ocean - crab 1, guts"	"Majorbio Bio-pharm Technology Co., Ltd."	1/23/17	SOAPdenovo	No	3/3/20	Illumina HiSeq	38462694	61479	36.4	30.2	2821	H2	Both	1.2305	-101.4816	jxyao@pku.edu.cn	jx yao			Unrestricted - not sequenced at JGI
X3300023717	3300023717	*Microbiome	Permanent Draft	Human gut	Child gut microbiome	"Human gut microbial communities from healthy child feces in Northridge, California, USA - CDI_128B"	"University of California, Irvine"	3/2/18	SPAdes v. 3.11.0	No	11/14/19	Illumina HiSeq 2500	89158579	87905	46.61	43.5	3260	H2	Both	34.2381	-118.5301	kadir.galindo.150@my.csun.edu	Kadir Galindo			Unrestricted - not sequenced at JGI
X3300023721	3300023721	*Microbiome	Permanent Draft	Human gut	Child gut microbiome	"Human gut microbial communities from healthy child feces in Northridge, California, USA - CDI_138A"	"University of California, Irvine"	3/2/18	SPAdes v. 3.11.0	No	11/14/19	Illumina HiSeq 2500	130445349	129943	46.55	44.13	3254	H2	Both	34.2381	-118.5301	kadir.galindo.150@my.csun.edu	Kadir Galindo			Unrestricted - not sequenced at JGI
X3300023493	3300023493	*Microbiome	Permanent Draft	Human gut	Child gut microbiome	"Human gut microbial communities from healthy child feces in Northridge, California, USA - CDI_13A"	"University of California, Irvine"	2/27/18	SPAdes v. 3.11.0	No	11/14/19	Illumina HiSeq 2500	126909580	126290	46.88	41.86	4056	H2	Both	34.2381	-118.5301	kadir.galindo.150@my.csun.edu	Kadir Galindo			Unrestricted - not sequenced at JGI
